amount,hour,age,distance,fraud
1129.2367606158602,2.55389249968027,20.633444424032046,26.092181503090018,0
19.181968479629177,20.61840710479347,29.660941683219345,72.0089770170595,0
2280.9159130843736,7.936164402071604,5.738894516653168,29.09642398270378,0
552.3800006790652,13.809605340608975,36.4319054080289,199.9275375286983,0
550.7390352139114,4.5875893374703445,6.673062233919396,15.151555136966339,0
259.897194580808,8.181822392947964,19.341553514213672,141.19088196540736,0
1249.3816310269506,7.907738991740125,54.96096890774984,128.27691575410333,1
276.3466784139158,20.480059391623286,13.068165696113795,88.08161243363256,0
199.7955790554451,17.00816630365005,13.463016851761111,147.27993258100418,0
1811.595838185533,19.877968940000095,68.76804038791867,10.687593196738494,0
231.79949450366064,17.19682072145337,0.0002651417307291126,25.184014957598645,0
405.28650273147355,14.276688077509014,8.307357231230583,11.865930328277619,0
1285.3743677052307,16.790668103964627,13.394491567777642,96.10825405415255,0
227.61700544982637,18.092709595490334,8.311912465223017,123.71769342454132,0
905.8295895970414,21.760632175505435,37.868647443033055,63.85400158197554,0
1944.9771223799842,0.6805332030360489,23.91675610340721,1.7897399891068089,0
1403.956109003277,21.29386952426739,48.65760037566358,62.938007722794545,0
451.99992942194615,4.3408961392816385,19.566541818909823,53.599473078112105,0
865.0612022397811,21.81457593015044,36.426519673451836,79.49971713874073,0
854.011201817678,1.4632948992007258,20.632083313296015,25.433547852446736,0
1421.3442578916706,11.343569589135399,31.89901623670767,42.60658999946852,0
286.24482324177416,8.501035284181764,15.829063122145627,75.52752103698185,0
957.3006577988649,3.9236569024756847,26.865023514435535,21.035965781296103,0
1118.8157634301322,18.62375803298037,23.150614143321025,89.46400261711808,0
112.6685012136083,16.494522057668725,23.793182917501525,58.13897226619215,0
1455.8783056379034,21.800507163760464,44.07681643578853,94.44624760513587,1
1317.789620138753,18.33655848836039,1.743513992379711,17.51429712153594,0
184.01978816404505,9.154285130977485,30.67264158546027,58.81915281970586,0
1035.681221670758,15.829612470838445,5.8461861048230475,18.68968824195602,1
873.7706463141214,19.722388332626366,105.73738327696931,50.47117986127834,1
2372.755533614134,16.112649886488295,51.12847983536781,83.71480579687665,0
1534.6404668197583,15.032690750398324,14.909576110568494,124.13075800130962,0
659.176381857923,20.607411531820503,8.074792183024627,53.58983613001613,0
156.66111457804823,21.65760395438253,9.4139900490635,55.62231857051421,0
88.09895422562374,8.589186655714457,3.055444026424965,119.20265069824963,0
1269.6880604339635,22.341304626966892,40.371717449505354,53.982057481584555,0
1305.8486073432896,1.4578820126031573,25.54600457651759,17.798299458986445,0
1681.5828541224855,13.80770081600615,30.361132587461935,60.37356284960512,0
136.40383306832598,18.011923629206148,14.21451660528794,48.1474392554082,0
817.1336561952055,11.183618808139979,4.550425569357671,103.06866954133594,0
376.66804276203004,2.467652641528044,20.59911966513479,117.00415696035323,0
1181.5088115372325,7.830822209870927,23.964515494537757,16.157467187148832,0
2317.399214924354,23.87330022324293,40.96361078881313,74.18848579097734,0
987.7006216669783,16.88405546162364,23.609582742326054,30.852996456152127,0
26.25883624827196,6.495600872997478,14.677832415648275,47.7433688098331,0
711.3897278692924,19.682600413443865,7.75477344983571,56.34977389458894,0
81.67751556243155,2.975817449096919,13.669824676965362,4.980359387706828,0
651.636879921139,12.613919095190713,5.701419529973094,10.88834027572746,0
232.86832908078316,0.8720545080282651,0.35832338525864316,31.58289273715963,0
486.3358386265709,11.823975670629338,6.249126837380906,83.7360138470675,0
1123.5104932994875,21.836600620382775,9.15025318141302,0.6121946850972837,0
1350.0570187530557,0.7390410750653729,16.836483446817585,70.19420500730813,0
701.8743533156671,3.896987797786096,11.852900440513352,112.92240339790642,0
344.5886051282579,0.00665878775374118,5.657726761879157,39.021717825982584,0
2146.323074978268,14.334663950553978,30.373518174185072,78.80030964993661,0
445.53688330648663,12.566088271670724,26.320029998649844,92.70992741875956,0
1179.515350080044,17.26256715902544,24.03777861825708,57.54771125131769,0
639.1958274696601,23.374284559073615,27.211130653311386,27.35248998151657,0
342.1104220071034,3.5921549725652753,3.6374759802361893,162.486220019504,0
132.10129350661384,5.20720496196823,11.96120504620901,90.80787805620108,0
725.559969309344,6.518335596726775,13.073975177667446,77.26216610547172,0
2172.6435461759843,1.6754913374743765,8.141132134713299,76.88101097306416,0
963.722595942035,20.38968479737683,15.333163393766512,0.3051437129966583,0
1361.4150185115964,6.624187570276543,31.173578136506023,60.10016734185054,0
1102.8470344298717,0.8839173527915811,44.39909582697972,49.73164978621054,0
557.8794793407892,8.63217515174817,22.117882057662367,5.534411410080741,0
1585.7206300280122,23.291520791150997,27.646011342543666,114.54162421876093,0
1910.2939393777838,20.740166991529073,63.12217320155955,33.69459759712073,1
2102.768427547375,15.323254619691689,47.61650506946374,76.21395898035071,0
2415.3678869460778,10.588781047016724,70.45290739658475,171.59300228454705,1
365.6300864831221,14.707094951687917,17.252248260799544,123.54485772623254,0
827.5786539832727,1.554997408392346,8.0104658180727,56.86387653289674,0
1112.821655981627,15.192550213777487,26.779139271424402,80.24533733641239,0
2872.6406930092185,14.28226527008445,28.669438104720047,37.51086902001841,0
804.4801599329433,15.916180515598315,23.14067083011156,4.44850168473474,0
92.41574916235152,18.36603639869263,13.558869908773069,45.35933711872397,0
799.2499451205899,9.841263013557466,3.2439183726785004,62.90846729526696,0
1406.7187791478086,3.4570194980801947,53.6858938079582,84.54834961801119,1
1961.190907276883,10.024742883524482,31.09603995918637,18.990560709996927,0
1712.8851161184612,16.022951114157028,43.99219834716774,19.168156789473723,1
751.9328798645358,1.1214166536361674,23.629710977962915,44.19066984910643,0
402.2343082633529,10.00354422589028,3.2894953656960837,83.59635166526891,0
1402.6596915890575,6.966832721029348,28.132391519129794,13.876002744299216,0
783.0418551499727,0.0824255356467205,41.048457301334594,22.709893954619904,0
874.2333610840767,12.417129737801018,27.880576511238974,120.18283598219377,0
2263.2767703321088,4.41161779846266,51.284059684805385,23.098361659396037,0
2725.241919976349,17.146286501640404,77.39650954886726,63.839525411076345,1
309.0988753658671,9.531224066167773,12.625309373751747,18.720816321104937,0
995.4446295306457,12.454750177055104,15.09290251314249,91.37456054623831,0
3100.301164646946,20.75535382427217,62.64722332442282,35.98335866474998,0
1302.0513119335092,13.716779263902898,76.91120961460737,60.223949355346015,1
71.04377536860073,20.476757894625976,22.554076089320702,84.91183927517201,0
